City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,nikolayevsk-on-amure,53.1406,140.73,-0.5,91,93,0.78,RU,1745435553
360,asaita,11.5636,41.4394,31.57,19,5,5.34,ET,1745435554
361,kankaanpaa,61.8,22.4167,2.91,71,37,3.56,FI,1745435555
362,yuzhno-kurilsk,44.0306,145.8556,1.5,91,0,1.21,RU,1745435556
363,daru,-9.0763,143.2092,25.11,90,97,1.31,PG,1745435557
364,los frentones,-26.4077,-61.4137,23.09,88,100,1.77,AR,1745435558
365,kerikeri,-35.2268,173.9474,16.06,91,98,2.68,NZ,1745435560
366,kismayo,-0.3582,42.5454,28.3,73,14,5.19,SO,1745435561
367,faridpur,23.6,89.8333,27.8,85,0,5.97,BD,1745435562
368,sleaford,52.9983,-0.4094,11.6,82,75,5.14,GB,1745435563
369,kolno,53.4115,21.9291,12.36,63,22,2.2,PL,1745435565
370,lokomotivnyy,53.0118,60.5684,9.41,83,14,5.14,RU,1745435567
371,richards bay,-28.783,32.0377,19.14,93,100,0.75,ZA,1745435568
372,nadym,65.5333,72.5167,-11.96,92,47,4.84,RU,1745435569
373,valle de la pascua,9.2155,-66.0073,31.37,47,100,2.29,VE,1745435570
374,helena valley southeast,46.6153,-111.9216,12.08,29,0,1.54,US,1745435571
375,soio,-6.1349,12.3689,26.26,89,14,3.86,AO,1745435573
376,dahab,28.501,34.5134,28.68,34,92,0.94,EG,1745435574
377,nuku'alofa,-21.1333,-175.2,24.19,83,20,2.57,TO,1745435575
378,yanykurgan,43.915,67.2481,19.41,34,0,2.86,KZ,1745435576
379,nouadhibou,20.931,-17.0347,20.99,68,0,10.29,MR,1745435577
380,novoselitskoye,44.7508,43.4369,14.58,88,100,4.07,RU,1745435579
381,rabo de peixe,37.8,-25.5833,17.77,70,40,5.14,PT,1745435580
382,puerto lempira,15.2667,-83.7667,31.08,66,40,5.14,HN,1745435581
383,pandan,14.0453,124.1694,25.2,83,98,2.09,PH,1745435582
384,argo,37.6333,22.7333,19.16,61,100,1.63,GR,1745435583
385,wolmirstedt,52.25,11.6333,14.14,77,77,3.06,DE,1745435584
386,geraldton,-28.7667,114.6,21.23,56,100,7.72,AU,1745435585
387,igarka,67.4667,86.5833,-11.5,91,100,12.09,RU,1745435587
388,saint-denis,48.9167,2.3333,14.09,75,75,2.57,FR,1745435588
389,loukhi,66.0764,33.0381,0.13,93,100,5.28,RU,1745435589
390,porto belo,-27.1578,-48.5531,24.42,75,100,4.94,BR,1745435422
391,hobyo,5.3505,48.5268,29.79,60,51,4.8,SO,1745435591
392,ketchikan,55.3422,-131.6461,8.52,93,100,7.2,US,1745435592
393,najran,17.4924,44.1277,23.35,18,0,1.73,SA,1745435593
394,sao vicente,-23.9631,-46.3919,25.0,56,64,2.24,BR,1745435298
395,saynshand,44.8824,110.1163,0.24,23,1,4.26,MN,1745435337
396,jurm,36.8648,70.8342,9.9,51,100,0.57,AF,1745435597
397,kavaratti,10.5669,72.642,29.4,77,60,5.27,IN,1745435598
398,newport,51.5877,-2.9984,13.4,79,95,2.85,GB,1745435599
399,san jose del guaviare,2.5729,-72.6459,29.13,81,93,2.26,CO,1745435601
400,ballina,-28.8667,153.5667,19.23,85,72,9.2,AU,1745435602
401,hasaki,35.7333,140.8333,15.1,92,100,7.63,JP,1745435603
402,acapulco de juarez,16.8634,-99.8901,30.9,62,0,4.63,MX,1745435604
403,kununurra,-15.7667,128.7333,16.99,82,99,1.54,AU,1745435459
404,melito di porto salvo,37.9222,15.7714,16.94,82,75,6.69,IT,1745435606
405,holualoa,19.6228,-155.9522,25.48,64,0,3.09,US,1745435607
406,aasiaat,68.7098,-52.8699,-2.32,82,38,2.31,GL,1745435609
407,columbus,39.9612,-82.9988,26.95,34,20,2.06,US,1745435234
408,bay harbor,30.1471,-85.6146,29.04,62,20,5.14,US,1745435611
409,orange,33.7,-117.7675,18.12,69,100,4.12,US,1745435521
410,camiri,-20.05,-63.5167,23.88,83,100,0.0,BO,1745435613
411,lianzhou,24.7811,112.3825,21.52,96,100,0.71,CN,1745435614
412,arkhangel'sk,64.5401,40.5433,0.06,100,100,1.0,RU,1745435616
413,bijie,27.3125,105.2942,10.24,77,100,3.37,CN,1745435617
414,aioun,16.6614,-9.6149,36.87,9,70,4.28,MR,1745435618
415,thomson,33.4707,-82.5046,26.28,70,100,0.0,US,1745435038
416,pueblo nuevo,23.3833,-105.3833,23.38,8,27,3.75,MX,1745435620
417,lusambo,-4.9667,23.45,21.66,95,93,0.59,CD,1745435622
418,puntarenas,9.9763,-84.8384,31.08,55,60,4.35,CR,1745435337
419,manali,13.1667,80.2667,30.08,84,29,4.19,IN,1745435080
420,muravlenko,63.7898,74.523,-8.76,96,99,4.66,RU,1745435625
421,puerto colombia,10.9878,-74.9547,32.05,73,19,8.54,CO,1745435626
422,aguililla,18.7333,-102.7333,35.3,11,100,1.47,MX,1745435627
423,bachatskiy,54.2927,86.1285,3.31,75,100,5.4,RU,1745435628
424,kayangel,8.0823,134.7173,28.49,74,100,5.0,PW,1745435629
425,port douglas,-16.4833,145.4667,23.93,85,100,3.51,AU,1745435631
426,port moresby,-9.4431,147.1797,24.0,89,99,1.21,PG,1745435632
427,shalqar,47.8333,59.6,19.42,29,100,2.63,KZ,1745435633
428,balykshi,47.0667,51.8667,19.0,55,10,5.0,KZ,1745435348
429,saint-francois,46.4154,3.9054,9.69,89,40,1.54,FR,1745435635
430,sokur,55.2093,83.319,2.21,66,100,4.96,RU,1745435636
431,skagen,57.7209,10.5839,9.58,84,100,4.54,DK,1745435637
432,kourou,5.1552,-52.6478,28.68,71,100,4.12,GF,1745435638
433,capinopolis,-18.6819,-49.5697,29.23,52,100,1.21,BR,1745435641
434,mucumpiz,8.4167,-71.1333,18.34,87,100,1.32,VE,1745435643
435,lihue,21.9789,-159.3672,25.77,73,40,7.72,US,1745435637
436,callao,-12.0667,-77.15,21.16,78,20,5.14,PE,1745435609
437,koutiala,12.3917,-5.4642,33.86,34,100,8.27,ML,1745435599
438,raduzhny,62.0961,77.475,-9.21,92,23,5.43,RU,1745435648
439,kabalo,-6.05,26.9167,22.36,94,100,1.04,CD,1745435649
440,coxen hole,16.3244,-86.5366,30.6,66,20,7.72,HN,1745435650
441,mejit,10.2753,170.8646,26.84,79,27,7.02,MH,1745435652
442,figuig (centre),32.1089,-1.2286,25.71,14,0,3.18,MA,1745435653
443,flin flon,54.7682,-101.865,7.91,34,40,4.12,CA,1745435654
444,cidreira,-30.1811,-50.2056,26.79,65,0,3.89,BR,1745435655
445,sao joao da barra,-21.6403,-41.0511,26.05,67,45,3.9,BR,1745435656
446,pirgaaj,25.8604,88.3635,27.68,23,0,0.95,BD,1745435657
447,beruniy,41.6911,60.7525,17.98,45,0,3.09,UZ,1745435446
448,maitum,6.0392,124.4986,25.6,86,97,1.78,PH,1745435660
449,zhangye,38.9342,100.4517,10.73,18,19,1.61,CN,1745435661
450,alotau,-10.3069,150.4462,24.13,93,100,1.2,PG,1745435662
451,glubokoye,50.1456,82.3114,8.86,87,75,3.0,KZ,1745435663
452,vorgashor,67.5833,63.95,-6.89,94,100,4.16,RU,1745435664
453,san andres,12.5847,-81.7006,29.01,61,20,3.09,CO,1745435428
454,sarina,-21.4333,149.2167,15.9,77,0,1.85,AU,1745435666
455,goure,13.9835,10.2704,30.82,11,100,0.98,NE,1745435669
456,atherton,53.5237,-2.4935,14.08,73,98,0.45,GB,1745435670
457,nabire,-3.3667,135.4833,24.26,93,100,0.81,ID,1745435671
458,caconda,-13.7333,15.0667,17.79,78,81,1.98,AO,1745435672
459,melfort,52.8667,-104.6177,11.07,17,100,2.57,CA,1745435673
460,palmer,42.1584,-72.3287,22.75,25,40,8.75,US,1745435502
461,trimbak,19.9333,73.55,26.63,21,0,0.99,IN,1745435675
462,freetown,8.484,-13.2299,27.17,82,60,3.92,SL,1745435405
463,hastings,50.8552,0.5729,10.86,85,100,7.3,GB,1745435528
464,al mahwit,15.4701,43.5448,18.29,42,0,1.55,YE,1745435679
465,zhoukou,33.6333,114.6333,17.71,37,100,3.82,CN,1745435680
466,punta cana,18.5818,-68.4043,28.87,58,40,4.47,DO,1745435327
467,orleans,30.0335,-89.9501,28.33,57,75,5.14,US,1745435682
468,cumberland,35.0502,-78.8664,27.36,68,0,3.09,US,1745435683
469,santana,-0.0583,-51.1817,30.1,79,75,6.17,BR,1745435685
470,cabo san lucas,22.8909,-109.9124,28.17,47,20,5.81,MX,1745435392
471,bandon,51.7469,-8.7425,12.77,83,100,1.55,IE,1745435687
472,namibe,-15.1961,12.1522,22.07,75,0,4.17,AO,1745435688
473,boa vista,2.8197,-60.6733,27.99,78,40,2.06,BR,1745435689
474,cooper's town,26.8667,-77.5167,23.69,69,54,5.76,BS,1745435462
475,hashtrud,37.4779,47.0508,14.42,40,4,4.54,IR,1745435692
476,santiago del estero,-27.7951,-64.2615,28.17,52,91,4.73,AR,1745435441
477,qina,26.1642,32.7267,34.36,9,0,3.72,EG,1745435694
478,palu,-0.8917,119.8707,23.95,91,100,1.4,ID,1745435519
479,huangshan,29.7114,118.3125,17.54,87,100,0.11,CN,1745435696
480,paragominas,-2.9667,-47.4833,23.07,98,100,2.13,BR,1745435687
481,coquimbo,-29.9533,-71.3436,17.85,75,20,5.14,CL,1745435699
482,malango,-2.9627,119.9001,19.61,99,100,0.98,ID,1745435700
483,foligno,42.944,12.7011,14.44,87,98,1.3,IT,1745435701
484,bang len,14.0219,100.1718,29.64,78,6,5.21,TH,1745435702
485,monte santo de minas,-21.1897,-46.9803,24.19,67,100,1.56,BR,1745435703
486,mardan,34.2019,72.0525,23.42,21,8,2.99,PK,1745435704
487,aripuana,-9.1667,-60.6333,32.84,49,56,1.3,BR,1745435705
488,colonia,50.9333,6.95,11.65,90,20,0.51,DE,1745435598
489,naryn,41.4287,75.9911,5.28,47,95,1.4,KG,1745435649
490,porto franco,-6.3383,-47.3992,30.57,60,100,1.99,BR,1745435709
491,solleftea,63.1667,17.2667,2.92,47,5,1.98,SE,1745435710
492,da nang,16.0678,108.2208,25.99,89,20,1.54,VN,1745435505
493,ciudad lazaro cardenas,17.9583,-102.2,30.81,51,29,5.11,MX,1745435712
494,bamboo flat,11.7,92.7167,27.29,75,88,2.95,IN,1745435713
495,waingapu,-9.6567,120.2641,25.74,84,100,3.21,ID,1745435715
496,new norfolk,-42.7826,147.0587,8.29,92,0,1.38,AU,1745435716
497,lompoc,34.6391,-120.4579,16.4,69,100,4.12,US,1745435717
498,salym,60.0625,71.4789,-6.24,95,11,1.4,RU,1745435718
499,mount gambier,-37.8333,140.7667,14.09,78,4,2.13,AU,1745435719
500,gewane,10.1664,40.6453,29.9,23,36,7.29,ET,1745435720
501,nuuk,64.1835,-51.7216,-1.66,93,75,5.14,GL,1745435494
502,carbonear,47.7332,-53.2148,5.69,78,100,5.3,CA,1745435635
503,banyo,6.75,11.8167,22.33,80,83,2.43,CM,1745435724
504,buka,40.8108,69.1986,15.74,50,4,3.03,UZ,1745435725
505,chernyshevskiy,63.0128,112.4714,-11.82,97,87,1.41,RU,1745435726
506,santa ana,33.7456,-117.8678,17.65,68,100,4.12,US,1745435727
507,dek'emhare,15.07,39.0475,19.51,37,73,2.85,ER,1745435728
508,prieska,-29.6641,22.7474,19.29,47,80,4.25,ZA,1745435729
509,tamanrasset,22.785,5.5228,30.95,10,0,5.66,DZ,1745435731
510,trosa,58.8962,17.5481,6.78,92,100,4.67,SE,1745435732
511,san carlos de bariloche,-41.1456,-71.3082,15.86,55,40,8.23,AR,1745435710
512,ust'-kut,56.7938,105.7672,-2.66,86,100,1.75,RU,1745435734
513,rundu,-17.9333,19.7667,19.5,81,48,2.13,NA,1745435735
514,chita,52.0333,113.55,-4.06,50,4,1.0,RU,1745435736
515,kill devil hills,36.0307,-75.676,18.01,67,0,5.14,US,1745435737
516,hirara,24.8,125.2833,22.03,88,70,4.52,JP,1745435738
517,arafat,39.0344,44.6198,8.38,76,97,3.76,IR,1745435740
518,shira,54.4911,89.9531,8.56,82,100,7.11,RU,1745435741
519,anar darah,32.7587,61.654,22.61,19,0,2.35,AF,1745435742
520,acarau,-2.8856,-40.12,26.19,86,100,6.06,BR,1745435743
521,norderney,53.7,7.15,10.54,90,100,0.45,DE,1745435744
522,vanino,49.0869,140.2543,0.16,87,65,0.42,RU,1745435745
523,the pas,53.8251,-101.2541,7.04,55,100,1.83,CA,1745435689
524,ust'-kulom,61.6864,53.6902,-0.91,86,100,4.05,RU,1745435747
525,ejura,7.3856,-1.3562,29.29,62,100,3.59,GH,1745435749
526,dryden,49.7833,-92.7503,4.16,93,100,2.57,CA,1745435750
527,lockwood,45.8191,-108.4149,11.9,50,100,5.66,US,1745435751
528,itoman,26.1247,127.6694,21.01,78,88,4.63,JP,1745435753
529,vila velha,-20.3297,-40.2925,25.97,69,0,2.57,BR,1745435668
530,alta,69.9689,23.2717,-1.41,81,75,7.15,NO,1745435755
531,kosh-agach,50.0,88.6667,2.54,75,17,1.33,RU,1745435756
532,luwuk,-0.9516,122.7875,22.86,91,100,1.36,ID,1745435757
533,yorkton,51.2167,-102.4677,3.91,60,0,3.09,CA,1745435759
534,charlottetown,46.2352,-63.1267,11.54,77,100,3.6,CA,1745435523
535,palikir - national government center,6.9248,158.1611,25.52,100,100,3.13,FM,1745435761
536,pacific grove,36.6177,-121.9166,13.37,81,100,3.09,US,1745435485
537,naberera,-4.2,36.9333,17.05,98,100,1.86,TZ,1745435763
538,veradale,47.6499,-117.2074,15.12,33,20,1.34,US,1745435764
539,kiruna,67.8557,20.2251,-2.49,64,7,5.14,SE,1745435765
540,taulaga,-11.0553,-171.0883,28.59,75,52,3.95,AS,1745435766
541,sinan,34.8262,126.1086,10.76,78,0,3.24,KR,1745435769
542,kapa'a,22.0752,-159.319,26.18,93,40,7.72,US,1745435770
543,inarajan village,13.2736,144.7484,26.89,86,96,6.48,GU,1745435771
544,saudarkrokur,65.7461,-19.6394,3.08,64,93,1.77,IS,1745435772
545,yigo village,13.5361,144.8886,26.16,84,40,3.6,GU,1745435773
546,island harbour,50.724,-1.2758,12.04,80,100,1.34,GB,1745435774
547,rosarito,32.3333,-117.0333,17.54,62,14,4.62,MX,1745435704
548,san felipe,10.3399,-68.7425,25.16,87,100,1.41,VE,1745435777
549,rio grande,-32.035,-52.0986,24.14,67,16,2.64,BR,1745435502
550,carauari,-4.8828,-66.8958,35.62,38,25,1.38,BR,1745435780
551,nova sintra,14.8667,-24.7167,21.75,85,0,11.22,CV,1745435782
552,byron bay,-28.65,153.6167,18.98,90,58,7.12,AU,1745435783
553,quellon,-43.1167,-73.6167,13.75,72,21,1.92,CL,1745435785
554,ulladulla,-35.35,150.4667,16.14,91,46,2.04,AU,1745435786
555,ugoofaaru,5.6667,73.0,28.98,70,56,4.28,MV,1745435787
556,lakatoro,-16.0999,167.4164,26.54,86,64,1.43,VU,1745435788
557,pedro juan caballero,-22.5472,-55.7333,24.98,65,0,5.14,PY,1745435702
558,belmar,40.1785,-74.0218,22.4,43,0,3.6,US,1745435763
559,mahina,-17.5065,-149.489,28.87,74,0,1.54,PF,1745435792
560,north bondi,-33.8824,151.2769,18.94,85,9,3.6,AU,1745435793
561,crane,31.3974,-102.3501,26.42,58,87,7.84,US,1745435794
562,namdrik,5.5994,168.1028,27.76,80,97,7.62,MH,1745435795
563,santa vitoria,-18.8386,-50.1214,29.5,50,100,0.47,BR,1745435796
564,wotho,10.1657,166.0102,27.25,72,100,6.84,MH,1745435797
565,katsuura,35.1333,140.3,16.83,97,100,4.64,JP,1745435798
566,onguday,50.75,86.15,8.21,74,80,1.47,RU,1745435800
567,maracacume,-2.0428,-45.9592,22.87,99,100,0.21,BR,1745435801
568,kigoma,-4.8769,29.6267,23.76,79,23,1.59,TZ,1745435802
569,puerto aysen,-45.4,-72.7,13.95,76,44,1.8,CL,1745435803
570,lauro de freitas,-12.8944,-38.3272,28.01,74,75,5.14,BR,1745435729
571,port saint john's,-31.6229,29.5448,20.03,87,100,5.03,ZA,1745435805
572,carnot,4.9409,15.8665,21.7,89,100,0.17,CF,1745435806
573,mammoth lakes,37.6485,-118.9721,13.4,16,0,7.2,US,1745435807
574,yesilhisar,38.3497,35.0867,13.42,71,100,10.57,TR,1745435809
575,buala,-8.145,159.5921,25.6,86,94,1.47,SB,1745435810
576,moyale,3.5167,39.0584,20.48,73,64,2.88,KE,1745435811
577,vorkuta,67.5,64.0,-6.8,94,100,4.04,RU,1745435714
578,woolgoolga,-30.1106,153.2007,20.93,62,78,7.14,AU,1745435813
579,opuwo,-18.0607,13.84,23.54,35,0,2.59,NA,1745435814
580,zheleznogorsk-ilimskiy,56.5768,104.1217,-2.51,76,100,2.64,RU,1745435815
581,akureyri,65.6835,-18.0878,4.96,65,0,5.14,IS,1745435817
582,niquero,20.0431,-77.5828,28.86,51,0,5.4,CU,1745435818
583,kilju,40.9642,129.3278,7.57,99,100,1.12,KP,1745435521
584,magnolia,33.2671,-93.2393,23.73,82,100,1.5,US,1745435820
585,tongliao,43.6125,122.2653,7.38,31,5,8.05,CN,1745435821
586,richmond,37.5538,-77.4603,26.71,34,40,4.63,US,1745435700
587,galesong,-5.3166,119.3661,25.13,85,94,1.44,ID,1745435823
588,santa ana de yacuma,-13.75,-65.4333,29.97,70,75,2.57,BO,1745435825
589,tyukhtet,56.5389,89.3011,0.2,72,100,5.75,RU,1745435826
590,jonquiere,48.4165,-71.2488,7.06,73,100,4.44,CA,1745435721
591,vernon,50.2581,-119.2691,16.53,34,10,2.06,CA,1745435828
592,eufaula,31.8913,-85.1455,30.53,40,40,2.57,US,1745435829
593,ilhabela,-23.7781,-45.3581,23.71,74,82,2.26,BR,1745435830
594,fisterra,42.9049,-9.2629,15.01,90,7,6.46,ES,1745435833
595,kruisfontein,-34.0033,24.7314,15.88,95,100,2.4,ZA,1745435834
596,zunyi,27.6867,106.9072,14.77,95,100,0.72,CN,1745435835
597,mafinga,-7.25,35.0667,21.26,67,5,2.68,TZ,1745435836
598,ghat,24.9647,10.1728,26.84,13,55,3.49,LY,1745435837
599,midvagur,62.0511,-7.1939,7.46,93,100,5.14,FO,1745435838
600,hami,42.8,93.45,17.85,21,8,5.72,CN,1745435840
601,pyt-yakh,60.7499,72.8582,-7.31,94,15,1.88,RU,1745435841
602,bayanhongor,46.7167,100.1167,-0.85,41,12,1.19,MN,1745435842
603,zanjan,36.6736,48.4787,16.79,44,0,8.28,IR,1745435843
604,redencao,-4.2258,-38.7306,26.63,79,93,1.39,BR,1745435610
605,quartu sant'elena,39.2419,9.1839,16.69,70,0,5.14,IT,1745435845
